text,label
Study published in Cell examines effects of artificial intelligence,1
Elon Musk caught doing unethical behavior on camera,0
"Meta reports quarterly earnings, stock down by 5%",1
ALERT: Volcanic eruption heading straight for London!,0
United Nations announces new policy on housing,1
Local council approves new bridge project for Tokyo,1
"Microsoft reports quarterly earnings, stock up by 5%",1
Russia to ban sunlight starting next month,0
Miracle cure: processed food can make you look younger in just 10 days!,0
Researchers at Cambridge make progress in physics research,1
Oprah Winfrey caught doing unethical behavior on camera,0
SHOCKING: European Union secretly planning to control the internet!,0
ALERT: Volcanic eruption heading straight for Los Angeles!,0
Patriots wins against Red Sox in close match,1
European Union announces new policy on transportation,1
New security feature released by Tesla,1
Community fundraiser raises $50000 for disaster relief,1
SHOCKING: United Nations secretly planning to ban protests!,0
Government hiding truth about 5G towers,0
SHOCKING: European Union secretly planning to raise taxes!,0
SHOCKING: United Nations secretly planning to monitor citizens!,0
Weather forecast: Thunderstorms expected this weekend in the Midwest,1
Government hiding truth about moon landing,0
Researchers at MIT make progress in biology research,1
Study published in Science examines effects of education,1
President speaks at conference about artificial intelligence,1
Government hiding truth about aliens,0
Weather forecast: Rain expected this weekend in the Midwest,1
ALERT: Hurricane Category 5 heading straight for Tokyo!,0
Jennifer Lawrence DEAD at 67 - family confirms tragic news,0
Study published in Cell examines effects of social media,1
Elon Musk DEAD at 48 - family confirms tragic news,0
Elon Musk caught doing controversial statements on camera,0
Weather forecast: Snow expected this weekend in the South,1
Study published in The Lancet examines effects of climate change,1
New privacy feature released by Microsoft,1
Study published in Science examines effects of climate change,1
US Government announces new policy on transportation,1
Jennifer Lawrence caught doing controversial statements on camera,0
Community fundraiser raises $50000 for local hospital,1
Miracle cure: salt can make you improve memory in just 21 days!,0
Miracle cure: dairy products can make you boost energy in just 7 days!,0
SHOCKING: European Union secretly planning to control the internet!,0
New AI feature released by Google,1
Weather forecast: Rain expected this weekend in California,1
Community fundraiser raises $10000 for local hospital,1
Weather forecast: Clear skies expected this weekend in the South,1
CEO speaks at conference about healthcare,1
France to ban exercise starting next month,0
New study proves dairy products causes arthritis - doctors shocked!,0
Miracle cure: red meat can make you look younger in just 7 days!,0
Community fundraiser raises $10000 for local hospital,1
Local council approves new park project for Tokyo,1
Senator speaks at conference about healthcare,1
United Nations announces new policy on housing,1
SHOCKING: European Union secretly planning to monitor citizens!,0
ALERT: Tsunami wave heading straight for Sydney!,0
BREAKING: Scientists discover chocolate can cure heart disease!,0
China to ban water starting next month,0
BREAKING: Scientists discover meditation can cure heart disease!,0
Study published in PNAS examines effects of education,1
Researchers at Stanford University make progress in medical research,1
Taylor Swift caught doing controversial statements on camera,0
Yankees wins against Giants in close match,1
ALERT: Tsunami wave heading straight for Los Angeles!,0
Senator speaks at conference about education,1
ALERT: Tsunami wave heading straight for London!,0
Taylor Swift DEAD at 56 - family confirms tragic news,0
BREAKING: Scientists discover music can cure depression!,0
Miracle cure: dairy products can make you lose weight in just 14 days!,0
Government hiding truth about aliens,0
SHOCKING: US Government secretly planning to control the internet!,0
BREAKING: Scientists discover sunlight can cure depression!,0
New study proves salt causes anxiety - doctors shocked!,0
ALERT: Massive earthquake heading straight for Los Angeles!,0
Study published in The Lancet examines effects of healthcare,1
Weather forecast: Rain expected this weekend in the Midwest,1
Study published in The Lancet examines effects of climate change,1
New privacy feature released by Google,1
New mobile feature released by Google,1
BREAKING: Scientists discover coffee can cure arthritis!,0
Study published in Science examines effects of artificial intelligence,1
Brad Pitt caught doing unethical behavior on camera,0
Researchers at Cambridge make progress in medical research,1
Community fundraiser raises $25000 for animal shelter,1
"Tesla reports quarterly earnings, stock down by 8%",1
Local council approves new library project for Tokyo,1
ALERT: Tsunami wave heading straight for London!,0
United Nations announces new policy on transportation,1
Community fundraiser raises $10000 for local hospital,1
Researchers at Harvard make progress in physics research,1
Local council approves new bridge project for Los Angeles,1
European Union announces new policy on housing,1
Weather forecast: Fog expected this weekend in the Midwest,1
"Amazon reports quarterly earnings, stock down by 2%",1
"Google reports quarterly earnings, stock unchanged by 5%",1
SHOCKING: US Government secretly planning to monitor citizens!,0
US Government announces new policy on education,1
Community fundraiser raises $100000 for disaster relief,1
Elon Musk caught doing unethical behavior on camera,0
Local council approves new park project for Sydney,1
SHOCKING: European Union secretly planning to control the internet!,0
BREAKING: Scientists discover meditation can cure diabetes!,0
United Kingdom to ban exercise starting next month,0
Researchers at Stanford University make progress in physics research,1
Government hiding truth about vaccine ingredients,0
President speaks at conference about social media,1
"Meta reports quarterly earnings, stock unchanged by 2%",1
Local council approves new park project for Sydney,1
Miracle cure: dairy products can make you lose weight in just 14 days!,0
CEO speaks at conference about climate change,1
"Amazon reports quarterly earnings, stock unchanged by 8%",1
SHOCKING: US Government secretly planning to control the internet!,0
Study published in Nature examines effects of healthcare,1
New privacy feature released by Microsoft,1
New study proves processed food causes arthritis - doctors shocked!,0
"Microsoft reports quarterly earnings, stock unchanged by 8%",1
New study proves sugar causes heart disease - doctors shocked!,0
"Tesla reports quarterly earnings, stock unchanged by 5%",1
"Google reports quarterly earnings, stock unchanged by 5%",1
Russia to ban water starting next month,0
You won't believe what Jennifer Lawrence said about education!,0
Weather forecast: Thunderstorms expected this weekend in California,1
Researchers at Cambridge make progress in medical research,1
Senator speaks at conference about social media,1
Jennifer Lawrence DEAD at 38 - family confirms tragic news,0
Miracle cure: processed food can make you lose weight in just 7 days!,0
You won't believe what Tom Hanks said about social media!,0
Government hiding truth about vaccine ingredients,0
Study published in Nature examines effects of social media,1
President speaks at conference about healthcare,1
Miracle cure: processed food can make you look younger in just 7 days!,0
Government hiding truth about 5G towers,0
Study published in Cell examines effects of education,1
New cloud feature released by Amazon,1
Researchers at Cambridge make progress in computer science research,1
Senator speaks at conference about artificial intelligence,1
Study published in Science examines effects of artificial intelligence,1
Study published in Science examines effects of education,1
President speaks at conference about climate change,1
"Amazon reports quarterly earnings, stock up by 5%",1
Mayor speaks at conference about healthcare,1
Federal Reserve announces new policy on education,1
